全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),設置位置,緯度,経度,高度の種別,高度の値,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,バリアフリートイレ数,車椅子使用者用トイレ有無,乳幼児用設備設置トイレ有無,オストメイト設置トイレ有無,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考,,
170003,LL0000000066,石川県,千里浜公衆便所,チリハマコウシュウベンジョ,Chirihama Public Toilet,172073,,石川県羽咋市新保町下27番12,石川県,羽咋市,新保町,下27番12,,千里浜なぎさドライブウェイ内,36.86983,136.75981,,,4,3,0,1,3,0,3,0,0,0,0,有,有,無,6:00,22:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000067,石川県,輪島朝市公衆便所,ワジマアサイチコウシュウベンジョ,Public toilet at Wajima Morning Market,172049,,石川県輪島市河井町1部81番地1地先,石川県,輪島市,河井町,1部81番地1地先,,輪島朝市駐車場内,37.3963475,136.9032627,,,5,3,0,2,3,0,3,0,0,0,2,有,無,有,0:00,23:59,隣接する朝市駐車場について8：30～12：00に出庫する場合は有料（第2・第4水曜日及び1/1～1/3を除く。）,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000068,石川県,健民海浜公園,ケンミンカイヒンコウエン,,172014,,石川県金沢市普正寺町11字1-1,石川県,金沢市,普正寺町１１字,1-1,,ロータリー近く,36.59289,136.58272,,,5,3,2,0,3,3,0,1,0,1,1,有,無,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000069,石川県,健民海浜公園,ケンミンカイヒンコウエン,,172014,,石川県金沢市普正寺町11字1-1,石川県,金沢市,普正寺町１１字,1-1,,多目的グラウンド,36.59123,136.58276,,,5,3,0,2,3,0,3,1,0,1,1,有,無,有,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000070,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,さくら広場近く,36.55972,136.70109,,,3,2,0,1,3,2,1,0,0,0,0,無,無,無,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000071,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,バーベキュー場,36.56107,136.69870,,,4,3,0,1,3,0,3,0,0,0,2,有,有,無,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000072,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,ゾン谷,36.55547,136.69826,,,3,2,0,1,2,1,1,0,0,0,1,有,有,有,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000073,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,ハンモック広場,36.55880,136.70304,,,3,2,0,1,1,0,1,0,0,0,1,有,有,無,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000074,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,多目的グラウンド,36.56031,136.69488,,,3,2,0,1,1,0,1,1,0,1,1,有,有,有,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000075,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,はだし広場近く,36.55870,136.69814,,,4,3,0,1,4,0,4,1,0,1,1,有,有,有,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000076,石川県,奥卯辰山健民公園,オクウタツヤマケンミンコウエン,Oku Utatsuyama Kenmin Park,172014,,石川県金沢市若松町エ85,石川県,金沢市,若松町エ,85,,パークゴルフ場近く,36.55814,136.69553,,,3,2,0,1,3,0,3,1,0,1,1,有,有,無,8:00,17:00,,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000077,石川県,西部緑地公園,セイブリョクチコウエン,,172014,,石川県金沢市袋畠町南193,石川県,金沢市,袋畠町南,193,,球児の森,36.575221,136.599746,,,7,5,0,2,4,0,4,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000078,石川県,西部緑地公園,セイブリョクチコウエン,,172014,,石川県金沢市袋畠町南193,石川県,金沢市,袋畠町南,193,,ソフトボール場横,36.57396,136.602252,,,7,5,0,2,4,0,4,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000079,石川県,西部緑地公園,セイブリョクチコウエン,,172014,,石川県金沢市袋畠町南193,石川県,金沢市,袋畠町南,193,,平成の森（産展４号館前）,36.571904,136.604792,,,7,4,0,3,5,0,5,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000080,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,上菊橋左岸下流側,36.54810 ,136.66106,,,4,3,0,1,3,2,1,0,0,0,0,無,無,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000081,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,犀川神社前河川敷,36.56331 ,136.64619,,,3,2,0,1,2,0,2,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000082,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,記念広場の上流側,36.54109 ,136.67304,,,6,4,0,2,4,0,4,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000083,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,室生犀星文学碑横,36.55487 ,136.65482,,,5,3,0,2,3,0,3,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000084,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,犀桜小学校近く,36.54981 ,136.66128,,,3,2,0,1,1,0,1,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000085,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,新橋～御影大橋左岸の中間点,36.56255 ,136.6452,,,3,2,0,1,2,1,1,0,0,0,2,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000086,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市法島町24-999,石川県,金沢市,法島町,24-999,,ぐるぐる広場,36.53846 ,136.67597,,,4,3,0,1,3,0,3,2,0,2,2,有,有,有,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000087,石川県,犀川緑地,サイガワリョクチ,,172014,,石川県金沢市城南1丁目5,石川県,金沢市,城南,1丁目5,,公園内東寄り,36.54641 ,136.66768,,,3,2,0,1,1,0,1,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000088,石川県,北部公園,ホクブコウエン,Hokubu Park,172014,,石川県金沢市北森本チ35-1,石川県,金沢市,北森本チ,35-1,,第３休憩所,36.62737417,136.6904522,,,5,3,0,2,3,0,3,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000089,石川県,大野湊緑地公園,オオノミナトリョクチコウエン,,172014,,石川県金沢市普正寺町3?135,石川県,金沢市,普正寺町,3-135,,,36.59574209,136.5975136,,,3,2,0,1,3,0,3,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000090,石川県,道の駅のと里山空港,ミチノエキノトサトヤマクウコウ,Road station Noto satoyama airport,172049,,石川県輪島市三井町洲衛10-10-6,石川県,輪島市,三井町洲衛,10-10-6,,能登空港第２駐車場,37.29636966,136.9554901,,,3,2,0,1,2,0,2,1,0,1,1,有,有,無,0:00,23:59,24時間利用可。,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000091,石川県,石川県立白山青年の家,イシカワケンリツハクサンセイネンノイエ,Ishikawa Prefectural Hakusan Youth House,172103,,石川県白山市八幡町戌142,石川県,白山市,八幡町,戌142,,野外炊飯場　となり,36.442616,136.633308,,,3,2,0,1,2,1,1,0,0,0,0,無,無,無,9:00,17:00,月曜は休館日のため利用不可。冬期間（11月中旬頃～4月中旬頃）は利用不可,,,,,
170003,LL0000000092,石川県,石川県立白山ろく少年自然の家,イシカワケンリツハクサンロクショウネンシゼンノイエ,ishikawakenritsu hakusanroku shonenshizennoie,172103,,石川県白山市瀬戸ワ29番地,石川県,白山市,瀬戸29番地,,,野外炊飯場　となり,36.2928,136.64268,,,3,1,2,0,3,3,0,0,0,0,0,無,無,無,9:00,17:00,月曜は休館日のため利用不可。冬期間（11月中旬頃～4月中旬頃）は利用不可,,,,,
170003,LL0000000093,石川県,まめだ簡易グラウンド,マメダカンイグラウンド,mameda kanni ground,172014,,石川県金沢市大豆田本町チ15番,石川県,金沢市,大豆田本町,チ15番,,第二駐車場入口付近,36.57192,136.63181,,,4,3,0,1,3,0,3,0,0,0,0,無,無,無,7:00,21:00,12/1～2/28はグラウンドを閉鎖するため、トイレ使用不可,,,,,
170003,LL0000000094,石川県,まめだ簡易グラウンド,マメダカンイグラウンド,mameda kanni ground,172014,,石川県金沢市大豆田本町ち,石川県,金沢市,大豆田本町,チ15番,,第三駐車場入口付近,36.57292,136.63063,,,4,3,0,1,3,0,3,0,0,0,0,無,無,無,7:00,21:00,12/1～2/28はグラウンドを閉鎖するため、トイレ使用不可,,,,,
170003,LL0000000095,石川県,大桑簡易野球場,オオクワカンイヤキュウジョウ,ookuwa kanni yakyuujou,172014,,石川県金沢市大桑町ヨ7番1,石川県,金沢市,大桑町,ヨ7番1,,"用具庫のとなり（A,B）",36.53072,136.68549,,,2,2,0,0,0,0,0,1,0,1,0,無,無,無,7:00,17:00,12/1～2/28はグラウンドを閉鎖するため、トイレ使用不可,,,,,
170003,LL0000000096,石川県,大桑簡易野球場,オオクワカンイヤキュウジョウ,ookuwa kanni yakyuujou,172014,,石川県金沢市大桑町ヨ7番1,石川県,金沢市,大桑町,ヨ7番1,,"用具庫のとなり（C,D）",36.53072,136.68549,,,2,2,0,0,0,0,0,1,0,1,0,無,無,無,7:00,17:00,12/1～2/28はグラウンドを閉鎖するため、トイレ使用不可,,,,,
170003,LL0000000097,石川県,湊簡易グラウンド,ミナトカンイグラウンド,minato kanni ground,172014,,石川県金沢市湊3丁目2番1号,石川県,金沢市,湊,3丁目2番1号,,用具庫のとなり,36.61922,136.62828,,,2,1,1,0,1,0,1,0,0,0,0,無,無,無,7:00,17:00,12/1～2/28はグラウンドを閉鎖するため、トイレ使用不可,,,,,
170003,LL0000000098,石川県,湊簡易グラウンド,ミナトカンイグラウンド,minato kanni ground,172014,,石川県金沢市湊3丁目2番1号,石川県,金沢市,湊,3丁目2番1号,,用具庫のとなり,36.61922,136.62838,,,2,1,1,0,1,0,1,0,0,0,0,無,無,無,7:00,17:00,12/1～2/28はグラウンドを閉鎖するため、トイレ使用不可,,,,,
170003,LL0000000099,石川県,石川県農林総合研究センター  林業試験場,イシカワケンノウリンソウゴウケンキュウセンターリンギョウシケンジョウ,ISHIKAWA AGRICULTURE AND FORESTRY RESEARCH CENTER FORESTRY EXPERIMENT STATION,172103,,石川県白山市白山町ソ60,石川県,白山市,白山町,ソ60,,樹木公園Ｐ１駐車場内,36.43156052,136.636749,,,7,5,1,1,4,1,3,0,0,0,1,有,無,無,8:30,17:00,積雪期は閉鎖,https://www.pref.ishikawa.lg.jp/digital/picture_toilet.html,CC BY 4.0,,,
170003,LL0000000100,石川県,大日川ダム管理事務所,ダイニチガワダムカンリジムショ,Dainichigawa Dam kanrijimusho,172103,,石川県白山市阿手町乙2-7,石川県,白山市,阿手町,乙2-7,,,36.29019285,136.5785264,,,1,1,0,0,0,0,0,1,0,1,1,有,無,有,0:00,23:59,24時間利用可。冬期間は利用不可。,,,,,
170003,LL0000000101,石川県,卯辰山相撲場,ウタツヤマスモウジョウ,Utatsuyamasumojyou,172014,,石川県金沢市末広町11番,石川県,金沢市,末広町,11番,,相撲場正面駐車場内,36.56865,136.68239,,,8,4,0,4,3,0,3,9,0,5,1,有,有,無,0:00,23:59,24時間利用可。女子トイレ内小児男子用トイレ有（１）,,,,,
170003,LL0000000102,石川県,石川県湖南運動公園,イシカワケンコナンウンドウコウエン,Ishikawa Prefecture Konan Sports Park,172014,,石川県金沢市八田町西1,石川県,金沢市,八田町西,1,,アーチェリー場と野球場Cの間,36.63438,136.66806,,,3,2,1,0,2,2,0,1,0,1,1,有,無,無,8:30,17:00,バリアフリートイレについては、終日利用可能。,,,,,
170003,LL0000000103,石川県,石川県湖南運動公園,イシカワケンコナンウンドウコウエン,Ishikawa Prefecture Konan Sports Park,172014,,石川県金沢市八田町西１,石川県,金沢市,八田町西,1,,野球場ABとサッカー場の間,36.63244,136.67423,,,4,3,1,0,2,2,0,1,0,1,1,有,無,無,8:30,17:00,バリアフリートイレについては、終日利用可能。,,,,,
